Chinese (Simpl.),Pinyin,English
中性,zhōngxìng,neutral
中旬,zhōngxún,middle third of a month
中庸,Zhōngyōng,the Doctrine of the Mean; one of the Four Books 四书; golden mean (Confucianism); (literary) (of person) mediocre; ordinary
中止,zhōngzhǐ,to cease; to suspend; to break off; to stop
忠诚,zhōngchéng,devoted; loyal; fidelity; loyalty
忠实,zhōngshí,faithful
忠于,zhōngyú,to be loyal to
忠贞,zhōngzhēn,loyal and dependable
终结,zhōngjié,end; conclusion; to come to an end; to terminate (sth)
终究,zhōngjiū,in the end; after all is said and done
终生,zhōngshēng,throughout one's life; lifetime; lifelong
衷心,zhōngxīn,heartfelt; wholehearted; cordial
肿瘤,zhǒngliú,tumor
种族,zhǒngzú,race; ethnicity
仲裁,zhòngcái,arbitration
众人,zhòngrén,everyone
众所周知,zhòngsuǒzhōuzhī,as everyone knows (idiom); see 众所周知
众志成城,zhòngzhìchéngchéng,unity of will is an impregnable stronghold (idiom)
重播,chóngbō,to replay; to rerun; (agriculture) to reseed; to oversow
重创,zhòngchuāng,to inflict heavy losses; to inflict serious damage
重叠,chóngdié,to overlap; to superimpose; to telescope; to run together
重返,chóngfǎn,to return to
重合,chónghé,to match up; to coincide
重量级,zhòngliàngjí,heavyweight (boxing etc)
重任,zhòngrèn,heavy responsibility
重伤,zhòngshāng,seriously hurt; serious injury
重申,chóngshēn,to reaffirm; to reiterate
重现,chóngxiàn,to reappear
重心,zhòngxīn,center of gravity; central core; main part
重型,zhòngxíng,heavy; heavy duty; large caliber
重中之重,zhòngzhōngzhīzhòng,of the utmost importance; of highest priority
周边,zhōubiān,periphery; rim; surroundings; all around
周到,zhōudào,thoughtful; considerate; attentive; thorough
周密,zhōumì,careful; thorough; meticulous; dense
周旋,zhōuxuán,to mix with others; to socialize; to deal with; to contend
昼夜,zhòuyè,day and night; period of 24 hours; continuously; without stop
皱,zhòu,to wrinkle; wrinkled; to crease
骤然,zhòurán,suddenly; abruptly
朱红,zhūhóng,vermilion
株,zhū,tree trunk; stump (tree root); a plant; classifier for trees or plants
诸多,zhūduō,(used for abstract things) a good deal; a lot of
诸如此类,zhūrúcǐlèi,things like this (idiom); and so on; and the rest; etc
竹竿,zhúgān,bamboo; bamboo pole
逐年,zhúnián,year after year; with each passing year; over the years
主,zhǔ,owner; master; host; individual or party concerned
主编,zhǔbiān,editor in chief
主妇,zhǔfù,housewife; woman of senior authority in a household; the lady of the house; hostess
主力,zhǔlì,main force; main strength of an army
主权,zhǔquán,sovereignty
主人公,zhǔréngōng,hero (of a novel or film); main protagonist
主食,zhǔshí,staple food
主题歌,zhǔtígē,theme song
主演,zhǔyǎn,to act the leading role (in a movie or a play); to star; lead actor
主页,zhǔyè,home page
主义,zhǔyì,-ism; ideology
主宰,zhǔzǎi,to dominate; to rule; to dictate; master
拄,zhǔ,to lean on; to prop on
嘱咐,zhǔfù,to tell; to exhort; injunction
瞩目,zhǔmù,to focus attention upon
住处,zhùchù,residence; dwelling
住户,zhùhù,household; inhabitant; householder
住宿,zhùsù,to stay at; lodging; accommodation
住址,zhùzhǐ,address
助威,zhùwēi,to cheer for; to encourage; to boost the morale of
注,zhù,to inject; to pour into; to concentrate; to pay attention
注定,zhùdìng,to foreordain; to be bound to; to be destined to; to be doomed to
注入,zhùrù,to pour into; to empty into
贮藏,zhùcáng,to store up; to hoard; deposits
筑,zhù,to build; to construct
铸造,zhùzào,to cast (pour metal into a mold)
拽,zhuài,to drag; to pull; to haul
专程,zhuānchéng,specifically; specially (for that purpose)
专柜,zhuānguì,sales counter dedicated to a certain kind of product (e.g. alcohol)
专栏,zhuānlán,special column
专卖店,zhuānmàidiàn,specialty store
专人,zhuānrén,specialist; person appointed for specific task
专长,zhuāncháng,specialty; special knowledge or ability
专著,zhuānzhù,monograph; specialized text
专职,zhuānzhí,special duty; assigned full time to a task
专制,zhuānzhì,autocracy; dictatorship
专注,zhuānzhù,to focus; to concentrate; to give one's full attention
砖,zhuān,brick
转播,zhuǎnbō,relay; broadcast (on radio or TV)
转达,zhuǎndá,to pass on; to convey; to communicate
转机,zhuǎnjī,(to take) a turn for the better; to change planes
转交,zhuǎnjiāo,to pass on to sb; to carry and give to sb else
转型,zhuǎnxíng,to undergo fundamental change; to transition; to transform; to update (to a new model of product)
转学,zhuǎnxué,to change schools; to transfer to another college
转眼,zhuǎnyǎn,in a flash; in the blink of an eye; to glance
转悠,zhuànyou,to roll; to wander around; to appear repeatedly
转载,zhuǎnzǎi,to forward (a shipment); to reprint sth published elsewhere
转折,zhuǎnzhé,shift in the trend of events; turnaround; plot shift in a book; turn in the conversation
转折点,zhuǎnzhédiǎn,turning point; breaking point
撰写,zhuànxiě,to write; to compose
庄稼,zhuāngjia,farm crop
庄严,zhuāngyán,solemn; dignified; stately
庄园,zhuāngyuán,manor; feudal land; villa and park
桩,zhuāng,stump; stake; pile; classifier for items
装扮,zhuāngbàn,to decorate; to adorn; to dress up; to disguise oneself
壮,zhuàng,strong; robust; to strengthen
壮大,zhuàngdà,to expand; to strengthen
壮胆,zhuàngdǎn,to get one’s courage up; to embolden
壮丽,zhuànglì,magnificence; magnificent; majestic; glorious
壮实,zhuàngshi,robust; sturdy
状元,zhuàngyuán,top scorer in the palace examination (highest rank of the Imperial examination system); see 眼 and 花; top scorer in college entrance examination 考; (fig.) the most brilliantly talented person in the field
撞击,zhuàngjī,to strike; to hit; to ram
追悼会,zhuīdàohuì,memorial service; funeral service
追赶,zhuīgǎn,to pursue; to chase after; to accelerate; to catch up with
追溯,zhuīsù,lit. to go upstream; to trace sth back to; to date from
追随,zhuīsuí,to follow; to accompany
追尾,zhuīwěi,to tailgate; to hit the car in front as a result of tailgating
追问,zhuīwèn,to question closely; to investigate in detail; to examine minutely; to get to the heart of the matter
追逐,zhuīzhú,to chase; to pursue vigorously
追踪,zhuīzōng,to follow a trail; to trace; to pursue
坠,zhuì,to fall; to drop; to weigh down
准许,zhǔnxǔ,to allow; to grant; to permit
准则,zhǔnzé,norm; standard; criterion
卓越,zhuóyuè,outstanding; surpassing; distinguished; splendid
拙劣,zhuōliè,clumsy; botched
捉迷藏,zhuōmícáng,to play hide-and-seek
灼热,zhuórè,burning hot; scorching
酌情,zhuóqíng,to use discretion; to take circumstances into account; to make allowances pertinent to a situation
兹,zī,now; here; this; time
姿势,zīshì,posture; position
姿态,zītài,attitude; posture; stance
资本主义,zīběnzhǔyì,capitalism
资历,zīlì,qualifications; experience; seniority
资深,zīshēn,veteran (journalist etc); senior; highly experienced
资讯,zīxùn,information
滋润,zīrùn,moist; humid; to moisten; to provide moisture
滋味,zīwèi,taste; flavor; feeling
字迹,zìjì,handwriting
字幕,zìmù,caption; subtitle
字体,zìtǐ,calligraphic style; typeface; font
字眼,zìyǎn,wording
自卑,zìbēi,to have low self-esteem; to abase oneself
自称,zìchēng,to call oneself; to claim to be; to profess; to claim a title
自发,zìfā,spontaneous
自费,zìfèi,at one's own expense; self-funded
自负,zìfù,conceited; to take responsibility
自理,zìlǐ,to take care of oneself; to provide for oneself
自力更生,zìlìgēngshēng,regeneration through one's own effort (idiom); self-reliance
自立,zìlì,independent; self-reliant; self-sustaining; to stand on one's own feet
自强不息,zìqiángbùxī,to strive unremittingly; self-improvement
自然而然,zìránérrán,involuntary; automatically
自然界,zìránjiè,nature; the natural world
自如,zìrú,unobstructed; unconstrained; smoothly; with ease
自始至终,zìshǐzhìzhōng,from start to finish (idiom)
自私,zìsī,selfish; selfishness
自私自利,zìsīzìlì,everything for self and selfish profit (idiom); with no regard for others; selfish; mercenary
自卫,zìwèi,to defend oneself; self-defense
自相矛盾,zìxiāngmáodùn,to contradict oneself; self-contradictory; inconsistent
自信心,zìxìnxīn,self-confidence
自行,zìxíng,voluntary; autonomous; by oneself; self-
自以为是,zìyǐwéishì,to believe oneself infallible (idiom); to be opinionated
自由自在,zìyóuzìzài,free and easy (idiom); carefree; leisurely
自责,zìzé,to blame oneself
自助,zìzhù,self-service
自尊,zìzūn,self-respect; self-esteem; ego; pride
自尊心,zìzūnxīn,self-respect; self-esteem; ego
子弟,zǐdì,child; the younger generation
子孙,zǐsūn,offspring; posterity
宗,zōng,school; sect; purpose; model
宗旨,zōngzhǐ,objective; aim; goal
综上所述,zōngshàngsuǒshù,to summarize; to sum up
总的来说,zǒngdeláishuō,generally speaking; to sum up; in summary; in short
总额,zǒngé,total (amount or value)
总而言之,zǒngéryánzhī,in short; in a word; in brief
总计,zǒngjì,(grand) total
纵观,zòngguān,to survey comprehensively; an overall survey
纵横交错,zònghéngjiāocuò,criss-crossed (idiom)
纵然,zòngrán,even if; even though
纵容,zòngróng,to indulge; to connive at
纵深,zòngshēn,depth (from front to rear); depth (into a territory); span (of time); (fig.) depth (of deployment progress development etc)
粽子,zòngzi,glutinous rice and choice of filling wrapped in leaves and steamed or boiled
走过场,zǒuguòchǎng,to go through the motions
走后门,zǒuhòumén,lit. to enter by the back door; fig. to gain influence by pull or unofficial channels; back door or under the counter connections
走近,zǒujìn,to approach; to draw near to
走廊,zǒuláng,corridor; aisle; hallway; passageway
走投无路,zǒutóuwúlù,to be at an impasse (idiom); in a tight spot; at the end of one's rope; desperate
走弯路,zǒuwānlù,to take an indirect route; to waste one's time by using an inappropriate method
奏效,zòuxiào,to show results; to be effective
揍,zòu,to hit; to beat (sb); (coll.) to smash (sth)
租赁,zūlìn,to rent; to lease; to hire
足迹,zújì,footprint; track; spoor
足智多谋,zúzhìduōmóu,resourceful; full of stratagems
阻挡,zǔdǎng,to stop; to resist; to obstruct
阻拦,zǔlán,to stop; to obstruct
阻力,zǔlì,resistance; drag
阻挠,zǔnáo,to thwart; to obstruct (sth)
组建,zǔjiàn,to organize; to set up; to establish
组装,zǔzhuāng,to assemble; to put together
祖传,zǔchuán,passed on from ancestors; handed down from generation to generation
祖籍,zǔjí,ancestral hometown; original domicile (and civil registration)
祖先,zǔxiān,ancestors; forebears; (biology) ancestral species; ancient species from which present-day species evolved
祖宗,zǔzōng,ancestor; forebear
钻空子,zuānkòngzi,to take advantage of a loophole; to exploit an advantage; to seize the opportunity (esp. to do sth bad)
钻石,zuànshí,diamond
钻研,zuānyán,to study meticulously; to delve into
嘴唇,zuǐchún,lip
罪犯,zuìfàn,criminal
罪魁祸首,zuìkuíhuòshǒu,criminal ringleader; main offender (idiom); main culprit; fig. main cause of a disaster
尊贵,zūnguì,respected; respectable; honorable
尊严,zūnyán,dignity; sanctity; honor; majesty
遵循,zūnxún,to follow; to abide by; to comply with
遵照,zūnzhào,in accordance with; to follow (the rules)
琢磨,zhuómó,to carve and polish (jade); (ponder sense read zuómo)
左顾右盼,zuǒgùyòupàn,glancing to left and right (idiom); to look all around
佐料,zuǒliào,condiments; seasoning
作弊,zuòbì,to practice fraud; to cheat; to engage in corrupt practices
作对,zuòduì,to set oneself against; to oppose; to make a pair
作风,zuòfēng,style; style of work; way
作客,zuòkè,to live somewhere as a visitor; to stay with sb as a guest; to sojourn
作物,zuòwù,crop
坐落,zuòluò,to be situated; to be located (of a building)
座谈,zuòtán,to have an informal discussion
座右铭,zuòyòumíng,motto; maxim
做生意,zuòshēngyì,to do business
做证,zuòzhèng,to testify; to bear witness
