Chinese (Simpl.),Pinyin,English
删除,shānchú,to delete; to cancel
煽动,shāndòng,to incite; to instigate
闪烁,shǎnshuò,flickering; twinkling; evasive; vague (of speech)
善,shàn,good (virtuous); benevolent; well-disposed; good at sth
善意,shànyì,goodwill; benevolence; kindness
擅长,shàncháng,to be good at; to be expert in
擅自,shànzì,without permission
膳食,shànshí,meals; food
赡养,shànyǎng,to support; to provide support for; to maintain
伤残,shāngcán,disabled; maimed; crippled; (of objects) damaged
伤感,shānggǎn,sad; emotional; sentimental; pathos
伤痕,shānghén,scar; bruise
伤脑筋,shāngnǎojīn,to be a real headache; to find sth a real headache; to beat one's brains
伤势,shāngshì,condition of an injury
商贩,shāngfàn,trader; peddler
商贾,shānggǔ,merchant
商讨,shāngtǎo,to discuss; to deliberate
上报,shàngbào,to report to one's superiors; to appear in the news; to reply to a letter
上场,shàngchǎng,on stage; to go on stage; to take the field
上调,shàngtiáo,to raise (prices); to adjust upwards
上方,shàngfāng,place above (it); upper part (of it)
上岗,shànggǎng,to take up one's post; to go on duty; to take up a job
上火,shànghuǒ,to get angry; to suffer from excessive internal heat (TCM)
上空,shàngkōng,overhead; in the sky
上流,shàngliú,upper class
上期,shàngqī,previous period (week month or quarter etc)
上任,shàngrèn,to take office; previous (incumbent); predecessor
上述,shàngshù,aforementioned; above-mentioned
上司,shàngsi,boss; superior
上诉,shàngsù,to appeal (a judicial case); appeal
上头,shàngtou,above; the higher authorities; (shàngtóu) to go to one's head (of alcohol)
上限,shàngxiàn,upper bound
上旬,shàngxún,first third of a month
上瘾,shàngyǐn,to get into a habit; to become addicted
上映,shàngyìng,to screen; to show (a movie)
上游,shàngyóu,upper reaches (of a river); upper level; upper echelon; upstream
尚,shàng,still; yet; to value; to esteem
尚未,shàngwèi,not yet; still not
捎,shāo,to bring sth to sb; to deliver
烧毁,shāohuǐ,to burn; to burn down
烧烤,shāokǎo,barbecue; to roast
稍后,shāohòu,in a little while; in a moment; later on
稍候,shāohòu,to wait a moment
稍稍,shāoshāo,somewhat; a little; slightly
少不了,shǎobuliǎo,cannot do without; to be unavoidable; are bound to be many
少见,shǎojiàn,rare; seldom seen; (formal) it's a rare pleasure to see you
少量,shǎoliàng,a smidgen; a little bit; a few
少林寺,ShàolínSì,Shaolin Temple; Buddhist monastery famous for its kung fu monks
少女,shàonǚ,girl; young lady
少有,shǎoyǒu,rare; infrequent
奢侈,shēchǐ,luxurious; extravagant
奢望,shēwàng,an extravagant hope; to have excessive expectations
设,shè,to set up; to put in place; (math.) given; suppose
设定,shèdìng,to set; to set up; to install; setting
设法,shèfǎ,to try; to make an attempt; to think of a way (to accomplish sth)
社会主义,shèhuìzhǔyì,socialism
社交,shèjiāo,interaction; social contact
社论,shèlùn,editorial (in a newspaper)
社团,shètuán,association; society; group; union
涉嫌,shèxián,to be a suspect (in a crime); to be suspected of
摄氏度,Shèshìdù,°C (degrees Celsius)
申办,shēnbàn,to apply for; to bid for
申报,shēnbào,to report (to the authorities); to declare (to customs)
申领,shēnlǐng,to apply (for license visa etc)
伸手,shēnshǒu,to reach out with one's hand; to hold out a hand; (fig.) to beg; to get involved
伸缩,shēnsuō,to lengthen and shorten; flexible; adjustable; retractable
伸张,shēnzhāng,to uphold (e.g. justice or virtue); to promote
身不由己,shēnbùyóujǐ,without the freedom to act independently (idiom); involuntary; not of one's own volition; in spite of oneself
身价,shēnjià,social status; price of a slave; price of a person (a sportsman etc); worth
身躯,shēnqū,body
身心,shēnxīn,body and mind; mental and physical
身影,shēnyǐng,silhouette; figure
身子,shēnzi,body; pregnancy; health
绅士,shēnshì,gentleman
深奥,shēnào,profound; abstruse; recondite; profoundly
深切,shēnqiè,deeply felt; heartfelt; sincere; honest
深情,shēnqíng,deep emotion; deep feeling; deep love
深入人心,shēnrùrénxīn,to enter deeply into people's hearts; to have a real impact on the people (idiom)
深受,shēnshòu,to receive in no small measure
深思,shēnsī,to ponder; to consider
深信,shēnxìn,to believe firmly
深夜,shēnyè,very late at night
深远,shēnyuǎn,far-reaching; profound and long-lasting
甚至于,shènzhìyú,so much (that); even (to the extent that)
神气,shénqì,expression; manner; vigorous; impressive
神圣,shénshèng,divine; hallow; holy; sacred
神态,shéntài,appearance; manner; bearing; deportment
神仙,shénxiān,Daoist immortal; supernatural entity; (in modern fiction) fairy; elf; leprechaun etc; fig. lighthearted person
审,shěn,to examine; to investigate; carefully; to try (in court)
审定,shěndìng,to examine sth and make a decision; to screen; to evaluate; to approve
审核,shěnhé,to audit; to investigate thoroughly
审美,shěnměi,esthetics; appreciating the arts; taste
审判,shěnpàn,a trial; to try sb
审批,shěnpī,to examine and approve; to endorse
审视,shěnshì,to look closely at; to examine
肾,shèn,kidney
渗,shèn,to seep; to ooze; to horrify
渗透,shèntòu,(lit. and fig.) to permeate; to seep into; (of a product idea etc) to penetrate (in a population); (of hostile forces) to infiltrate
慎重,shènzhòng,cautious; careful; prudent
升温,shēngwēn,to become hot; temperature rise; (fig.) to intensify; to hot up
生机,shēngjī,opportunity to live; to reprieve from death; life force; vitality
生理,shēnglǐ,physiology
生命线,shēngmìngxiàn,lifeline
生怕,shēngpà,to fear; afraid; extremely nervous; for fear that
生平,shēngpíng,life (a person's whole life); in one's entire life
生前,shēngqián,(of a deceased) during one's life; while living
生死,shēngsǐ,life or death
生态,shēngtài,ecology
生物,shēngwù,organism; living creature; life form; biological
生效,shēngxiào,to take effect; to go into effect
生涯,shēngyá,career; life (way in which sb lives); period of one's life
生硬,shēngyìng,stiff; harsh
生育,shēngyù,to bear; to give birth; to grow; to rear
声称,shēngchēng,to claim; to state; to proclaim; to assert
声望,shēngwàng,popularity; prestige
声誉,shēngyù,reputation; fame
牲畜,shēngchù,domesticated animals; livestock
绳子,shéngzi,cord; string; rope
省略,shěnglu:è,to leave out; an omission
省事,shěngshì,to simplify matters; to save trouble; perceptive; understanding
圣贤,shèngxián,a sage; wise and holy man; virtuous ruler; Buddhist lama
胜出,shèngchū,to come out on top; to win (in an election contest etc); success; victory
胜任,shèngrèn,qualified; competent (professionally); to be up to a task
盛,shèng,flourishing; abundant; grand; (chéng) to hold; to serve food
盛大,shèngdà,grand; majestic; magnificent
盛会,shènghuì,pageant; distinguished meeting
盛开,shèngkāi,blooming; in full flower
盛气凌人,shèngqìlíngrén,overbearing; arrogant bully
剩余,shèngyú,remainder; surplus
尸体,shītǐ,dead body; corpse; carcass
失传,shīchuán,(of skills etc) to die out; lost; extinct
失控,shīkòng,to go out of control
失利,shīlì,to lose; to suffer defeat
失恋,shīliàn,to lose one's love; to break up (in a romantic relationship); to feel jilted
失灵,shīlíng,out of order (of machine); not working properly; a failing (of a system)
失落,shīluò,to lose (sth); to drop (sth); to feel a sense of loss; frustrated
失眠,shīmián,to suffer from insomnia
失明,shīmíng,to lose one's eyesight; to become blind; blindness
失效,shīxiào,to fail; to lose effectiveness
失业率,shīyèlǜ,unemployment rate
失踪,shīzōng,to be missing; to disappear; unaccounted for
师范,shīfàn,teacher-training; pedagogical; normal (school e.g. Beijing Normal University)
师长,shīzhǎng,military division level commander; teacher
师资,shīzī,qualified teacher
施工,shīgōng,construction; to carry out construction or large-scale repairs
施加,shījiā,to exert (effort or pressure)
施行,shīxíng,to put in place; to put into practice; to take effect
施压,shīyā,to pressure
狮子,shīzi,lion
湿度,shīdù,humidity level
湿润,shīrùn,moist
十字路口,shízìlùkǒu,crossroads; intersection
时不时,shíbùshí,from time to time
时段,shíduàn,time interval; work shift; time slot; the twelve two-hour divisions of the day
时隔,shígé,separated in time (usu. followed by a quantity of time)
时好时坏,shíhǎoshíhuài,sometimes good; sometimes bad
时间表,shíjiānbiǎo,schedule; timetable
时空,shíkōng,time and place; world of a particular locale and era; (physics) space-time
时髦,shímáo,in vogue; fashionable
时尚,shíshàng,fashion; fad; fashionable
时速,shísù,speed per hour
实地,shídì,on-site
实话,shíhuà,truth
实话实说,shíhuàshíshuō,to tell the truth; to tell it as it is
实况,shíkuàng,live (e.g. broadcast or recording); what is actually happening; scene; the real situation
实事求是,shíshìqiúshì,lit. to seek truth from facts (idiom); fig. to be practical and realistic
实体,shítǐ,entity; substance; thing that has a material existence (as opposed to a conceptual virtual or online existence); the real thing (as opposed to an image or model of it)
实物,shíwù,material object; concrete object; original object; in kind
实质,shízhì,substance; essence
食宿,shísù,board and lodging; room and board
食用,shíyòng,to eat; to consume; edible
史无前例,shǐwúqiánlì,unprecedented in history
使唤,shǐhuan,to order sb around; (coll.) to handle (a draught animal tool machine etc)
使命,shǐmìng,mission; long-term task to which one devotes oneself; a calling
使者,shǐzhě,emissary; envoy
士气,shìqì,morale
世代,shìdài,for many generations; generation; era; age
世故,shìgù,the ways of the world; sophisticated; worldly-wise
世界级,shìjièjí,world-class
世袭,shìxí,succession; inheritance; hereditary
市场经济,shìchǎngjīngjì,market economy
示威,shìwēi,to demonstrate (as a protest); a demonstration; a military show of force
示意,shìyì,to hint; to indicate (an idea to sb)
似曾相识,sìcéngxiāngshí,déjà vu (the experience of seeing exactly the same situation a second time); seemingly familiar; apparently already acquainted
似是而非,sìshìérfēi,apparently right but actually wrong; specious (idiom)
事迹,shìjì,deed; past achievement; important event of the past
事态,shìtài,situation; existing state of affairs
事务,shìwù,(political economic etc) affairs; work; transaction (as in a computer database)
事务所,shìwùsuǒ,office; firm
事项,shìxiàng,matter; item
事宜,shìyí,matters; arrangements
侍候,shìhòu,to serve; to wait upon
势必,shìbì,to be bound to; undoubtedly will
势不可当,shìbùkědāng,impossible to resist (idiom); an irresistible force
势头,shìtóu,power; momentum; tendency; impetus
视察,shìchá,to inspect; an investigation
视角,shìjiǎo,angle from which one observes an object; (fig.) perspective; viewpoint; frame of reference
视觉,shìjué,sight; vision; visual
视力,shìlì,vision; eyesight
视线,shìxiàn,line of sight
视野,shìyě,field of view; (fig.) outlook; perspective
试探,shìtàn,to sound out; to probe; to feel out; to try out
试行,shìxíng,to try out; to test
试用,shìyòng,to try sth out; to be on probation
试用期,shìyòngqī,trial period; probationary period
是非,shìfēi,right and wrong; quarrel
柿子,shìzi,persimmon
适度,shìdù,moderately; appropriate
适量,shìliàng,appropriate amount
适时,shìshí,timely; apt to the occasion; in due course
适宜,shìyí,suitable; appropriate
逝世,shìshì,to pass away; to die
释放,shìfàng,to release; to set free; to liberate (a prisoner); to discharge
嗜好,shìhào,hobby; indulgence; habit; addiction
识别,shíbié,to distinguish; to discern; to identify; to recognize
收复,shōufù,to recover (lost territory etc); to recapture
收据,shōujù,receipt
收敛,shōuliǎn,to dwindle; to vanish; to make vanish; to exercise restraint
收留,shōuliú,to offer shelter; to have sb in one's care
收买,shōumǎi,to purchase; to bribe
收视率,shōushìlǜ,ratings (of a TV show)
收缩,shōusuō,to pull back; to shrink; to contract; (physiology) systole
