Chinese (Simpl.),Pinyin,English
红扑扑,hóngpūpū,red; rosy; flushed
红润,hóngrùn,ruddy; rosy; florid
红薯,hóngshǔ,sweet potato
红眼,hóngyǎn,to become infuriated; to see red; envious; jealous
宏观,hóngguān,macro-; macroscopic; holistic
宏伟,hóngwěi,grand; imposing; magnificent
洪亮,hóngliàng,loud and clear; resonant
喉咙,hóulóng,the throat
吼,hǒu,to roar; to howl; to shriek; roar or howl of an animal
后备,hòubèi,reserve; backup
后备箱,hòubèixiāng,trunk; boot (of a car)
后代,hòudài,descendant; progeny; posterity; later ages
后盾,hòudùn,support; backing
后顾之忧,hòugùzhīyōu,fears of trouble in the rear (idiom); family worries (obstructing freedom of action); worries about the future consequences; often in negative expressions; meaning 'no worries about anything'
后期,hòuqī,late stage; later period
后勤,hòuqín,logistics
后人,hòurén,later generation
后台,hòutái,backstage area; behind-the-scenes supporter; (computing) back-end; background
后退,hòutuì,to recoil; to draw back; to fall back; to retreat
后续,hòuxù,follow-up; (dialect) to remarry
后遗症,hòuyízhèng,(medicine) sequelae; residual effects; (fig.) repercussions; aftermath
后裔,hòuyì,descendant
后者,hòuzhě,the latter
厚道,hòudao,kind and honest; generous; sincere
厚度,hòudù,thickness
候选人,hòuxuǎnrén,candidate
呼风唤雨,hūfēnghuànyǔ,to call the wind and summon the rain (idiom); to exercise magical powers; fig. to stir up troubles
呼唤,hūhuàn,to call out (a name etc); to shout
呼救,hūjiù,to call for help
呼声,hūshēng,a shout; fig. opinion or demand; esp. expressed by a group
呼吁,hūyù,to call on (sb to do sth); to appeal (to); an appeal
呼应,hūyìng,to conform (with); to echo; to correlate well; (linguistics) agreement
忽高忽低,hūgāohūdī,alternately soaring and plunging
忽悠,hūyou,to rock; to sway; to flicker (e.g. of lights reflected on water); to flutter (e.g. of a flag)
胡闹,húnào,to act willfully and make a scene; to make trouble
胡说,húshuō,to talk nonsense; drivel
胡思乱想,húsīluànxiǎng,to indulge in flights of fancy (idiom); to let one's imagination run wild
湖泊,húpō,lake
互补,hùbǔ,complementary; to complement each other
互访,hùfǎng,exchange visits
互信,hùxìn,mutual trust
互助,hùzhù,to help each other; mutual aid
护理,hùlǐ,to nurse; to tend and protect
糊,hú,muddled; paste; scorched; paste
糊涂,hútu,muddled; silly; confused
花瓣,huābàn,petal
花卉,huāhuì,flowers and plants
花纹,huāwén,decorative design
花样,huāyàng,pattern; way of doing sth; trick; ruse
哗变,huábiàn,mutiny; rebellion
哗然,huárán,in uproar; commotion; causing a storm of protest; tumultuous
华丽,huálì,gorgeous
华侨,Huáqiáo,overseas Chinese; (in a restricted sense) Chinese emigrant who still retains Chinese nationality
华裔,Huáyì,ethnic Chinese; non-Chinese citizen of Chinese ancestry
滑冰,huábīng,to skate; skating
滑稽,huájī,comical; funny; amusing (old pr. [gǔ jī]); huaji; a form of comedy performance popular in Shanghai; Jiangsu and Zhejiang
滑梯,huátī,(children's) sliding board; a slide
滑雪,huáxuě,to ski; skiing
化肥,huàféi,fertilizer
化身,huàshēn,incarnation; reincarnation; embodiment (of abstract idea); personification
化纤,huàxiān,synthetic fiber
化险为夷,huàxiǎnwéiyí,to turn peril into safety (idiom); to avert disaster
化验,huàyàn,chemical examination; to do a lab test
化妆,huàzhuāng,to put on makeup
划时代,huàshídài,epoch-marking
划算,huásuàn,to calculate; to weigh (pros and cons); to view as profitable; worthwhile
画册,huàcè,picture album
画龙点睛,huàlóngdiǎnjīng,to paint a dragon and dot in the eyes (idiom); fig. to add the vital finishing touch; the crucial point that brings the subject to life; a few words to clinch the point
画蛇添足,huàshétiānzú,lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous; to overdo it
画展,huàzhǎn,art exhibition
话费,huàfèi,call charge
话筒,huàtǒng,microphone; (telephone) receiver; handset
话语,huàyǔ,words; speech; utterance; discourse
怀抱,huáibào,to hug; to cherish; within the bosom (of the family); to embrace (also fig. an ideal aspiration etc)
怀旧,huáijiù,to feel nostalgic; nostalgia
怀里,huáilǐ,embrace; bosom
怀孕,huáiyùn,pregnant; to have conceived; gestation; pregnancy
怀着,huáizhe,Be with
槐树,huáishù,locust tree (Sophora japonica)
坏事,huàishì,bad thing; misdeed; to ruin things
环球,huánqiú,around the world; worldwide
环绕,huánrào,to surround; to circle; to revolve around
缓,huǎn,slow; unhurried; sluggish; gradual
缓和,huǎnhé,to ease (tension); to alleviate; to moderate; to allay
缓缓,huǎnhuǎn,slowly; unhurriedly; little by little
缓慢,huǎnmàn,slow
幻觉,huànjué,illusion; hallucination; figment of one's imagination
幻影,huànyǐng,phantom; mirage
唤起,huànqǐ,to waken (to action); to rouse (the masses); to evoke (attention recollection etc)
换成,huànchéng,to exchange (sth) for (sth else); to replace with; to convert into
换取,huànqǔ,to obtain (sth) in exchange; to exchange (sth) for (sth else)
换位,huànwèi,to swap places; (logic) conversion; (car maintenance) to rotate (tires)
换言之,huànyánzhī,in other words
患,huàn,to suffer (from illness); to contract (a disease); misfortune; trouble
患病,huànbìng,to fall ill
患有,huànyǒu,to contract (an illness); to be afflicted with; to suffer from
焕发,huànfā,to shine; to glow; to irradiate; to flash
欢呼,huānhū,to cheer for; to acclaim
欢聚,huānjù,to get together socially; to celebrate; party; celebration
欢快,huānkuài,cheerful and lighthearted; lively
欢声笑语,huānshēngxiàoyǔ,cheers and laughter
荒,huāng,desolate; shortage; scarce; out of practice
荒诞,huāngdàn,beyond belief; incredible; preposterous; fantastic
荒凉,huāngliáng,desolate
荒谬,huāngmiù,absurd; ridiculous
慌乱,huāngluàn,frenetic; hurried
慌张,huāngzhāng,flustered; agitated
皇宫,huánggōng,imperial palace
皇后,huánghòu,empress; imperial consort
皇上,huángshang,the emperor; Your majesty the emperor; His imperial majesty
皇室,huángshì,royal family; imperial household; member of the royal family
黄昏,huánghūn,dusk; evening; nightfall
恍然大悟,huǎngrándàwù,to suddenly realize; to suddenly see the light
谎话,huǎnghuà,lie
谎言,huǎngyán,lie
晃,huǎng,to dazzle; to flash past; to sway; to shake
晃荡,huàngdang,to rock; to sway; to shake
灰,huī,ash; dust; lime; gray
灰尘,huīchén,dust
灰心,huīxīn,to lose heart; to be discouraged
挥,huī,to wave; to brandish; to command; to conduct
辉煌,huīhuáng,splendid; glorious
回归,huíguī,to return to; to retreat; regression (statistics)
回扣,huíkòu,brokerage; a commission paid to a middleman; euphemism for a bribe; a kickback
回馈,huíkuì,to repay a favor; to give back; feedback
回落,huíluò,to fall back; to return to low level after a rise (in water level price etc)
回升,huíshēng,to rise again after a fall; to pick up; rally (stock market etc)
回首,huíshǒu,to turn around; to look back; (fig.) to recall the past
回味,huíwèi,to call to mind and ponder over; aftertaste
回想,huíxiǎng,to recall; to recollect; to think back
回忆录,huíyìlù,memoir
悔恨,huǐhèn,remorse; repentance
毁坏,huǐhuài,to damage; to devastate; to vandalize; damage
毁灭,huǐmiè,to perish; to ruin; to destroy
汇合,huìhé,confluence; to converge; to join; to fuse
汇集,huìjí,to collect; to compile; to converge; to collect
汇聚,huìjù,convergence; to come together
会场,huìchǎng,meeting place; place where people gather
会面,huìmiàn,to meet with; meeting
会晤,huìwù,to meet; meeting; conference
会意,huìyì,combined ideogram (one of the Six Methods 六书 of forming Chinese characters); Chinese character that combines the meanings of existing elements; also known as joint ideogram or associative compound; to comprehend without being told explicitly
会诊,huìzhěn,consultation (medical); to meet for diagnosis; (by extension) consultation of different specialists
绘声绘色,huìshēnghuìsè,vivid and colorful (idiom); true to life; lively and realistic
贿赂,huìlù,to bribe; a bribe
昏迷,hūnmí,to lose consciousness; to be in a coma; stupor; coma
婚纱,hūnshā,wedding dress
婚姻,hūnyīn,matrimony; wedding; marriage
浑身,húnshēn,all over; from head to foot
魂,hún,soul; spirit; immortal soul (that can be detached from the body)
混凝土,hùnníngtǔ,concrete
混淆,hùnxiáo,to obscure; to confuse; to mix up; to blur
混浊,hùnzhuó,turbid; muddy; dirty
豁,huō,to crack; slit; to give up; stake all (huò = 豁达 open-minded)
豁出去,huōchuqu,to throw caution to the wind; to press one's luck; to go for broke
豁达,huòdá,optimistic; sanguine; generous; magnanimous
活儿,huór,work; (lots of) things to do
活该,huógāi,(coll.) serve sb right; deservedly; ought; should
活期,huóqī,(banking) current (account); checking (account); demand (deposit etc)
火暴,huǒbào,fiery; hot-tempered; booming; hugely popular
火锅,huǒguō,hotpot
火候,huǒhou,heat control; (fig.) mastery; (fig.) crucial moment
火花,huǒhuā,spark; sparkle
火炬,huǒjù,(flaming) torch
火辣辣,huǒlàlà,painful heat; scorching; painful heat; rude and forthright
火热,huǒrè,fiery; burning; fervent; ardent
火山,huǒshān,volcano
火速,huǒsù,at top speed; at a tremendous lick
火焰,huǒyàn,blaze; flame
火药,huǒyào,gunpowder
伙食,huǒshí,food; meals
或多或少,huòduōhuòshǎo,more or less
货币,huòbì,currency; monetary; money
货车,huòchē,truck; van; freight wagon
货物,huòwù,goods; commodity; merchandise
货运,huòyùn,freight transport; cargo; transported goods
获胜,huòshèng,victorious; to win; to triumph
获悉,huòxī,to learn of sth; to find out; to get news
祸害,huòhài,disaster; harm; scourge; bad person
霍乱,huòluàn,cholera
讥笑,jīxiào,to sneer
饥饿,jīè,hunger; starvation; famine
机舱,jīcāng,cabin of a plane
机动,jīdòng,locomotive; motorized; power-driven; adaptable
机灵,jīling,clever; quick-witted
机密,jīmì,secret; classified (information)
机智,jīzhì,quick-witted; resourceful
肌肤,jīfū,skin; flesh; fig. close physical relationship
迹象,jìxiàng,sign; indication; mark; indicator
积,jī,to amass; to accumulate; to store; measured quantity (such as area of volume)
积淀,jīdiàn,deposits accumulated over long periods; fig. valuable experience; accumulated wisdom
积蓄,jīxù,to save; to put aside; savings
基本功,jīběngōng,basic skills; fundamentals
基层,jīcéng,basic level; grassroots unit; basement layer
基因,jīyīn,gene (loanword)
基于,jīyú,because of; on the basis of; in view of; on account of
基准,jīzhǔn,(surveying) datum; standard; criterion; benchmark
畸形,jīxíng,deformity; abnormality
激发,jīfā,to arouse; to stimulate; (physics) to excite
激光,jīguāng,laser
激化,jīhuà,to intensify
激活,jīhuó,to activate
激励,jīlì,to encourage; to urge; motivation; incentive
激起,jīqǐ,to arouse; to evoke; to cause; to stir up
激素,jīsù,hormone
及,jí,and; to reach; up to; in time for
及其,jíqí,(conjunction linking two nouns) and its ...; and their ...; and his ...; and her ...
及早,jízǎo,at the earliest possible time; as soon as possible
吉普,Jípǔ,Jeep (car brand)
吉他,jítā,guitar (loanword)
吉祥物,jíxiángwù,mascot
级别,jíbié,(military) rank; level; grade
即,jí,namely; that is; i.e.; prompt
即便,jíbiàn,even if; even though; right away; immediately
即可,jíkě,equivalent to 就可以; can then (do sth); can immediately (do sth); (do sth) and that will suffice
极度,jídù,extremely
极力,jílì,to make a supreme effort; at all costs
