Chinese (Simpl.),Pinyin,English
俗话,súhuà,common saying; proverb
素食,sùshí,vegetarian food; to eat a vegetarian diet
素质,sùzhì,inner quality; basic essence
塑造,sùzào,to mold; to model; to shape (a character or image)
诉讼,sùsòng,lawsuit
算了,suànle,let it be; let it pass; forget about it
算数,suànshù,to count; to keep one's word; to hold valid
随即,suíjí,immediately; presently; following which
随身,suíshēn,to (carry) on one's person; to (take) with one
随手,suíshǒu,conveniently; without extra trouble; while doing it; in passing
随意,suíyì,as one wishes; according to one's wishes; at will; voluntary
岁月,suìyuè,years; time
隧道,suìdào,tunnel
损坏,sǔnhuài,to damage; to injure
索赔,suǒpéi,to ask for compensation; to claim damages; claim for damages
索性,suǒxìng,you might as well (do it); simply; just
塌,tā,to collapse; to droop; to settle down
踏实,tāshi,firmly-based; steady; steadfast; to have peace of mind
台风,táifēng,stage presence; poise; typhoon
太空,tàikōng,outer space
泰斗,tàidǒu,(abbr. for 斗) distinguished figure; doyen; revered authority
贪婪,tānlán,avaricious; greedy; rapacious; insatiable
贪污,tānwū,to be corrupt; corruption; to embezzle
摊儿,tānr,vendor's stand
瘫痪,tānhuàn,paralysis; be paralyzed (body transportation etc)
坦白,tǎnbái,honest; forthcoming; to confess
叹气,tànqì,to sigh; to heave a sigh
探测,tàncè,to probe; to survey
探索,tànsuǒ,to explore; to probe
探讨,tàntǎo,to investigate; to probe
探望,tànwàng,to visit; to call on sb; to look around
糖葫芦,tánghúlu,sugar-coated Chinese hawthorn or other fruit on a bamboo skewer; tanghulu
倘若,tǎngruò,if; supposing; in case
掏,tāo,to fish out (from pocket); to scoop
滔滔不绝,tāotāobùjué,unceasing torrent (idiom); talking non-stop; gabbling forty to the dozen
陶瓷,táocí,pottery and porcelain; ceramics
淘气,táoqì,naughty; mischievous
淘汰,táotài,to wash out; (fig.) to cull; to weed out; to eliminate
讨价还价,tǎojiàhuánjià,to haggle over price; to bargain
特定,tèdìng,special; specific; designated; particular
特色,tèsè,characteristic; distinguishing feature or quality
特长,tècháng,personal strength; one's special ability or strong points
提拔,tíbá,to promote to a higher job; to select for promotion
提炼,tíliàn,to extract (ore minerals etc); to refine; to purify; to process
提示,tíshì,to point out; to remind (sb of sth); to suggest; suggestion
提议,tíyì,proposal; suggestion; to propose; to suggest
题材,tícái,subject matter
体谅,tǐliàng,to empathize; to allow (for sth); to show understanding; to appreciate
体面,tǐmiàn,dignity; prestige; face; honorable
体系,tǐxì,system; setup
天才,tiāncái,talent; gift; genius; talented
天伦之乐,tiānlúnzhīlè,family love and joy; domestic bliss
天然气,tiānránqì,natural gas
天生,tiānshēng,nature; disposition; innate; natural
天堂,tiāntáng,paradise; heaven
天文,tiānwén,astronomy
田径,tiánjìng,track and field (athletics)
舔,tiǎn,to lick; to lap
挑拨,tiǎobō,to incite disharmony; to instigate
挑剔,tiāoti,picky; fussy
挑衅,tiǎoxìn,to provoke; provocation
条款,tiáokuǎn,clause (of contract or law)
条理,tiáolǐ,arrangement; order; tidiness
条约,tiáoyuē,treaty; pact
跳跃,tiàoyuè,to jump; to leap; to bound; to skip
亭子,tíngzi,pavilion
停顿,tíngdùn,to halt; to break off; pause (in speech)
停泊,tíngbó,to anchor; anchorage; mooring (of a ship)
停滞,tíngzhì,stagnation; at a standstill; bogged down
挺拔,tǐngbá,tall and straight
通货,tōnghuò,currency; (old) exchange of goods
通俗,tōngsú,common; everyday; average
通用,tōngyòng,in common use; universal; interchangeable
同胞,tóngbāo,born of the same parents; sibling; fellow citizen; compatriot
同志,tóngzhì,comrade; (slang) homosexual
铜矿,tóngkuàng,copper mine; copper ore
童话,tónghuà,children's fairy tales
统筹兼顾,tǒngchóujiāngù,an overall plan taking into account all factors
统计,tǒngjì,statistics; to count; to add up
统统,tǒngtǒng,totally
投机,tóujī,to speculate (on financial markets); opportunistic; congenial; agreeable
投降,tóuxiáng,to surrender; surrender
投票,tóupiào,to vote; vote
投掷,tóuzhì,to throw sth a long distance; to hurl; to throw at; to throw (dice etc)
秃,tū,bald; blunt
突破,tūpò,to break through; breakthrough; to surmount
图案,túàn,design; pattern
徒弟,túdì,apprentice; disciple
途径,tújìng,way; means; channel
土壤,tǔrǎng,soil
涂抹,túmǒ,to paint; to smear; to apply (makeup etc); to doodle
团结,tuánjié,to unite; unity; solidarity; united
团体,tuántǐ,group; organization; team
团圆,tuányuán,to have a reunion
推测,tuīcè,speculation; to conjecture; to surmise; to speculate
推翻,tuīfān,to overthrow
推理,tuīlǐ,reasoning; inference; to infer; to deduce
推论,tuīlùn,to infer; inference; corollary; reasoned conclusion
推销,tuīxiāo,to market; to sell
吞咽,tūnyàn,to swallow; to gulp
托运,tuōyùn,to consign (goods); to check through (baggage)
拖延,tuōyán,to delay; to put off; to procrastinate
脱离,tuōlí,to separate oneself from; to break away from; diastasis (medicine); abscission
妥当,tuǒdang,appropriate; proper; ready
妥善,tuǒshàn,appropriate; proper
妥协,tuǒxié,to compromise; to reach terms; a compromise
椭圆,tuǒyuán,oval; ellipse; elliptic
唾沫,tuòmo,spittle; saliva
挖掘,wājué,to excavate; to dig; to unearth
娃娃,wáwa,baby; small child; doll
瓦解,wǎjiě,to collapse; to disintegrate; to crumble; to disrupt
哇,wā,wow!; sound of a child's crying
歪曲,wāiqū,to distort; to misrepresent
外表,wàibiǎo,external; outside; outward appearance
外界,wàijiè,the outside world; external
外向,wàixiàng,extroverted (personality); (economics etc) export-oriented
外行,wàiháng,layman; amateur
丸,wán,ball; pellet; pill
完备,wánbèi,faultless; complete; perfect; to leave nothing to be desired
完毕,wánbì,to finish; to end; to complete
玩弄,wánnòng,to play with; to toy with; to dally with; to engage in
玩意儿,wányìr,toy; thing; trick
顽固,wángù,stubborn; obstinate
顽强,wánqiáng,tenacious; hard to defeat
挽回,wǎnhuí,to retrieve; to redeem
挽救,wǎnjiù,to save; to remedy; to rescue
惋惜,wǎnxī,to regret; to feel that it is a great pity; to feel sorry for sb
万分,wànfēn,very much; extremely; one ten thousandth part
网络,wǎngluò,Internet; network
往常,wǎngcháng,usual; customary
往事,wǎngshì,past events; former happenings
妄想,wàngxiǎng,to attempt vainly; a vain attempt; delusion
危机,wēijī,crisis
威风,wēifēng,might; awe-inspiring authority; impressive
威力,wēilì,might; formidable power
威望,wēiwàng,prestige
威信,wēixìn,prestige; reputation; trust
微不足道,wēibùzúdào,negligible; insignificant
微观,wēiguān,micro-; subatomic
违背,wéibèi,to go against; to be contrary to; to violate
唯独,wéidú,only; just (i.e. it is only that...); all except; unique
维持,wéichí,to keep; to maintain; to preserve
维生素,wéishēngsù,vitamin
维修,wéixiū,maintenance (of equipment); to protect and maintain
伪造,wěizào,to forge; to fake; to counterfeit
委员,wěiyuán,committee member
卫星,wèixīng,satellite; moon
为难,wéinán,to feel awkward; to make things difficult for sb; to be in a difficult position
为期,wéiqī,(to be done) by (a certain date); lasting (a certain time)
为首,wéishǒu,head; be headed by
未免,wèimiǎn,unavoidably; can't help; really; rather
位于,wèiyú,to be located at; to be situated at; to lie
畏惧,wèijù,to fear; to dread; foreboding
胃口,wèikǒu,appetite; liking
慰问,wèiwèn,to express sympathy; greetings; consolation etc
温带,wēndài,temperate zone
温和,wēnhé,mild; gentle; moderate; lukewarm
文凭,wénpíng,diploma
文物,wénwù,cultural relic; historical relic
文献,wénxiàn,document
文雅,wényǎ,elegant; refined
文艺,wényì,literature and art
问世,wènshì,to be published; to come out
窝,wō,nest; pit or hollow on the human body; lair; den
乌黑,wūhēi,jet-black; dark
污蔑,wūmiè,to slander; to smear; to tarnish
诬陷,wūxiàn,to entrap; to frame; to plant false evidence against sb
无比,wúbǐ,incomparable; matchless
无偿,wúcháng,free; no charge; at no cost
无耻,wúchǐ,without any sense of shame; unembarrassed; shameless
无从,wúcóng,not to have access; beyond one's authority or capability; sth one has no way of doing
无动于衷,wúdòngyúzhōng,aloof; indifferent; unconcerned
无非,wúfēi,only; nothing else
无精打采,wújīngdǎcǎi,dispirited and downcast (idiom); listless; in low spirits; washed out
无可奉告,wúkěfènggào,(idiom) 'no comment'
无可奈何,wúkěnàihé,have no way out; have no alternative; abbr. to 无奈
无赖,wúlài,hoodlum; rascal; rogue; rascally
无理取闹,wúlǐqǔnào,to make trouble without reason (idiom); to be deliberately provocative
无能为力,wúnéngwéilì,impotent (idiom); powerless; helpless
无穷无尽,wúqióngwújìn,endless; boundless; infinite
无微不至,wúwēibùzhì,in every possible way (idiom); meticulous
无忧无虑,wúyōuwúlǜ,carefree and without worries (idiom)
无知,wúzhī,ignorant; ignorance
武侠,wǔxiá,martial arts chivalry (Chinese literary theatrical and cinema genre); knight-errant
武装,wǔzhuāng,arms; equipment; to arm; military
侮辱,wǔrǔ,to insult; to humiliate; dishonor
舞蹈,wǔdǎo,dance (performance art); dancing
勿,wù,do not
物美价廉,wùměijiàlián,good quality and cheap; a bargain
物资,wùzī,goods; supplies
误差,wùchā,difference; error; inaccuracy
误解,wùjiě,to misunderstand; misunderstanding
务必,wùbì,must; to need to; to be sure to
务实,wùshí,pragmatic; dealing with concrete issues
夕阳,xīyáng,sunset; the setting sun
吸取,xīqǔ,to absorb; to draw (a lesson insight etc); to assimilate
昔日,xīrì,former days; in the past
牺牲,xīshēng,to sacrifice one's life; to sacrifice (sth valued); beast slaughtered as a sacrifice
溪,xī,creek; rivulet
熄灭,xīmiè,to stop burning; to go out (of fire); to die out; extinguished
膝盖,xīgài,knee; (Internet slang) to kneel down (in admiration)
习俗,xísú,custom; tradition; local tradition; convention
袭击,xíjī,attack (esp. surprise attack); raid; to attack
媳妇,xífù,daughter-in-law; wife (of a younger man); young married woman; young woman
喜闻乐见,xǐwénlèjiàn,to love to hear and see (idiom); well received; to one's liking
喜悦,xǐyuè,happy; joyous
系列,xìliè,series; set
细胞,xìbāo,cell (biology)
细菌,xìjūn,bacterium; germ
细致,xìzhì,delicate; fine; careful; meticulous
峡谷,xiágǔ,canyon; gill; ravine
狭隘,xiáài,narrow; tight; narrow minded; lacking in experience
狭窄,xiázhǎi,narrow
霞,xiá,rose-tinted sky or clouds at sunrise or sunset
下属,xiàshǔ,subordinate; underling
夏令营,xiàlìngyíng,summer camp
先进,xiānjìn,advanced (technology); to advance
先前,xiānqián,before; previously
纤维,xiānwéi,fiber
掀起,xiānqǐ,to lift; to raise (a lid etc); (of a storm) to surge; to stir up (waves etc)
鲜明,xiānmíng,bright; clear-cut; distinct
闲话,xiánhuà,casual conversation; chat; gossip; to talk about (whatever comes to mind)
弦,xián,bow string; string of musical instrument; watchspring; chord (segment of curve)
贤惠,xiánhuì,virtuous and capable (of a woman)
衔接,xiánjiē,to link up; to connect; to join
嫌,xián,to dislike; suspicion; resentment; enmity
嫌疑,xiányí,suspicion; to have suspicions
显著,xiǎnzhù,outstanding; notable; remarkable; statistically significant
现场,xiànchǎng,the scene (of a crime accident etc); (on) the spot; (at) the site
现成,xiànchéng,ready-made; readily available
现状,xiànzhuàng,current situation
线索,xiànsuǒ,trail; clues; thread (of a story)
宪法,xiànfǎ,constitution (of a country)
陷害,xiànhài,to entrap; to set up; to frame (up); to make false charges against
陷入,xiànrù,to sink into; to get caught up in; to land in (a predicament)
馅儿,xiànr,(of food) filling; stuffing
乡镇,xiāngzhèn,village; township
相差,xiāngchà,to differ; discrepancy between
相等,xiāngděng,equal; equally; equivalent
相辅相成,xiāngfǔxiāngchéng,to complement one another (idiom)
相应,xiāngyìng,to correspond; answering (one another); to agree (among the part); corresponding
镶嵌,xiāngqiàn,to inlay; to embed; to set (e.g. a jewel in a ring); tiling
响亮,xiǎngliàng,loud and clear; resounding
响应,xiǎngyìng,to respond to; answer
想方设法,xiǎngfāngshèfǎ,to try every possible method; by hook or by crook
向导,xiàngdǎo,guide
向来,xiànglái,always (previously)
向往,xiàngwǎng,to yearn for; to look forward to
巷,xiàng,lane; alley
消除,xiāochú,to eliminate; to remove
消毒,xiāodú,to disinfect; to sterilize
消防,xiāofáng,firefighting; fire control
消耗,xiāohào,to use up; to consume
消极,xiāojí,negative; passive; inactive
销毁,xiāohuǐ,to destroy (by melting or burning); to obliterate
小心翼翼,xiǎoxīnyìyì,cautious and solemn (idiom); very carefully; prudent; gently and cautiously
肖像,xiàoxiàng,portrait (painting photo etc); (in a general sense) representation of a person; likeness
效益,xiàoyì,benefit; effectiveness; efficiency
协会,xiéhuì,an association; a society
协商,xiéshāng,to consult with; to talk things over; agreement
协议,xiéyì,agreement; pact; protocol
协助,xiézhù,to provide assistance; to aid
携带,xiédài,to carry (on one's person); to support (old)
写作,xiězuò,to write; to compose; writing; written works
泄露,xièlù,to leak (information); to divulge
泄气,xièqì,to leak (gas); to be discouraged; to despair; (disparaging) pathetic
屑,xiè,bits; fragments; crumbs; filings
谢绝,xièjué,to refuse politely
心得,xīndé,what one has learned (through experience reading etc); knowledge; insight; understanding
心灵,xīnlíng,bright; smart; quick-witted; heart
心态,xīntài,attitude (of the heart); state of one's psyche; way of thinking; mentality
心疼,xīnténg,to love dearly; to feel sorry for sb; to regret; to grudge
心血,xīnxuè,heart's blood; expenditure (for some project); meticulous care
心眼儿,xīnyǎnr,one's thoughts; mind; intention; willingness to accept new ideas
辛勤,xīnqín,hardworking; industrious
欣慰,xīnwèi,to be gratified
欣欣向荣,xīnxīnxiàngróng,(idiom) flourishing; thriving
新陈代谢,xīnchéndàixiè,metabolism (biology); the new replaces the old (idiom)
新郎,xīnláng,bridegroom; groom
新娘,xīnniáng,bride
新颖,xīnyǐng,lit. new bud; fig. new and original
薪水,xīnshuǐ,salary; wage
信赖,xìnlài,to trust; to have confidence in; to have faith in; to rely on
信念,xìnniàn,faith; belief; conviction
信仰,xìnyǎng,to believe in (a religion); firm belief; conviction
信誉,xìnyù,prestige; distinction; reputation; trust
腥,xīng,fishy (smell)
刑事,xíngshì,criminal; penal
行列,hángliè,formation; array; (fig.) ranks (as in 'join the ranks of ...')
行政,xíngzhèng,administration; (attributive) administrative; executive
形态,xíngtài,shape; form; pattern; morphology
兴高采烈,xìnggāocǎiliè,happy and excited (idiom); in high spirits; in great delight
兴隆,xīnglóng,prosperous; thriving
兴旺,xīngwàng,prosperous; thriving; to prosper; to flourish
兴致勃勃,xìngzhìbóbó,to become exhilarated (idiom); in high spirits; full of zest
幸好,xìnghǎo,fortunately
性感,xìnggǎn,sex appeal; eroticism; sexuality; sexy
性命,xìngmìng,life
性能,xìngnéng,function; performance; behavior
性情,xìngqíng,nature; temperament
凶恶,xiōngè,fierce; ferocious; fiendish; frightening
凶手,xiōngshǒu,murderer; assassin
胸怀,xiōnghuái,one's bosom (the seat of emotions); breast; broad-minded and open; to think about
胸膛,xiōngtáng,chest
雄厚,xiónghòu,substantial; robust; ample; abundant
休养,xiūyǎng,to recuperate; to recover; to convalesce
修复,xiūfù,to restore; to renovate; (computing) to repair (a corrupted file etc)
修建,xiūjiàn,to build; to construct
修理,xiūlǐ,to repair; to fix; to prune; to trim
羞耻,xiūchǐ,(a feeling of) shame
绣,xiù,to embroider; embroidery
嗅觉,xiùjué,sense of smell
须知,xūzhī,key information; instructions; it must be borne in mind
虚假,xūjiǎ,false; phony; pretense
虚荣,xūróng,vanity
虚伪,xūwěi,false; hypocritical; artificial; sham
需求,xūqiú,requirement; to require; (economics) demand
许可,xǔkě,to allow; to permit
序言,xùyán,preface; introductory remarks; preamble; prelude
酗酒,xùjiǔ,heavy drinking; to get drunk; to drink to excess
宣誓,xuānshì,to swear an oath (of office); to make a vow
宣扬,xuānyáng,to publicize; to advertise; to spread far and wide
悬挂,xuánguà,to suspend; to hang; (vehicle) suspension
悬念,xuánniàn,suspense in a movie; play etc; concern for sb's welfare
悬崖峭壁,xuányáqiàobì,sheer cliffs and precipitous rock faces (idiom)
旋律,xuánlǜ,melody
旋转,xuánzhuǎn,to rotate; to revolve; to spin; to whirl
选拔,xuǎnbá,to select the best
选手,xuǎnshǒu,athlete; contestant
削弱,xuēruò,to weaken; to impair; to cripple
学历,xuélì,educational background; academic qualifications
学说,xuéshuō,theory; doctrine
学位,xuéwèi,academic degree; place in school
雪上加霜,xuěshàngjiāshuāng,(idiom) to make matters even worse; to add insult to injury
血压,xuèyā,blood pressure
熏陶,xūntáo,to seep in; to influence; to nurture; influence
寻觅,xúnmì,to look for
巡逻,xúnluó,to patrol (police army or navy)
循环,xúnhuán,to cycle; to circulate; circle; loop
循序渐进,xúnxùjiànjìn,in sequence; step by step (idiom); to make steady progress incrementally
压迫,yāpò,to oppress; to repress; to constrict; oppression
压岁钱,yāsuìqián,money given to children as a gift on Chinese New Year's Eve
压缩,yāsuō,to compress; compression
压抑,yāyì,to constrain or repress emotions; oppressive; stifling; depressing
压榨,yāzhà,to press; to squeeze; to extract juice; oil etc by squeezing
压制,yāzhì,to suppress; to inhibit; to stifle
押金,yājīn,deposit; down payment
亚军,yàjūn,second place (in a sports contest); runner-up
烟花,yānhuā,fireworks; prostitute (esp. in Yuan theater)
淹没,yānmò,to submerge; to drown; to flood; to drown out (also fig.)
延期,yánqī,to delay; to extend; to postpone; to defer
延伸,yánshēn,to extend; to spread
延续,yánxù,to continue; to go on; to last
严寒,yánhán,bitter cold; severe winter
严禁,yánjìn,to strictly prohibit
严峻,yánjùn,grim; severe; rigorous
严厉,yánlì,severe; strict
严密,yánmì,strict; tight (organization surveillance etc)
言论,yánlùn,expression of opinion; views; remarks; arguments
岩石,yánshí,rock
沿海,yánhǎi,coastal
炎热,yánrè,blistering hot; sizzling hot (weather)
掩盖,yǎngài,to conceal; to hide behind; to cover up
掩护,yǎnhù,to screen; to shield; to cover; protection
掩饰,yǎnshì,to cover up; to conceal; to mask; to gloss over
眼光,yǎnguāng,gaze; insight; foresight; vision
眼色,yǎnsè,signal made with one's eyes; meaningful glance
眼神,yǎnshén,expression or emotion showing in one's eyes; meaningful glance; wink; eyesight (dialect)
眼下,yǎnxià,now; at present; subocular (medicine)
演变,yǎnbiàn,to develop; to evolve; development; evolution
演讲,yǎnjiǎng,lecture; to make a speech
演习,yǎnxí,maneuver; exercise; practice; to maneuver
演绎,yǎnyì,(of a story etc) to unfold; to play out; to develop (a technique etc); to enact
演奏,yǎnzòu,to perform on a musical instrument
厌恶,yànwù,to loathe; to hate; disgusted with sth
验收,yànshōu,to inspect and accept; acceptance
验证,yànzhèng,to inspect and verify; experimental verification; to validate (a theory); to authenticate
氧气,yǎngqì,oxygen
样品,yàngpǐn,sample; specimen
谣言,yáoyán,rumor
摇摆,yáobǎi,to sway; to wobble; to waver
摇滚,yáogǔn,rock 'n' roll (music); to rock; to fall off
摇晃,yáohuàng,to rock; to shake; to sway
遥控,yáokòng,to direct operations from a remote location; to remotely control
遥远,yáoyuǎn,distant; remote
咬牙切齿,yǎoyáqièchǐ,(idiom) to gnash one's teeth; to fume with rage
要不然,yàobùrán,otherwise; or else; or
要点,yàodiǎn,main point; essential
要命,yàomìng,to cause sb's death; extremely; terribly; (used in complaining about sth) to be a nuisance
要素,yàosù,essential factor; key constituent
耀眼,yàoyǎn,to dazzle; dazzling
野蛮,yěmán,barbarous; uncivilized
野心,yěxīn,ambition; wild schemes; careerism
一度,yīdù,for a time; at one time; one time; once
一帆风顺,yīfānfēngshùn,plain sailing; to go smoothly; have a nice trip!
一贯,yīguàn,consistent; constant; from start to finish; all along
一举两得,yījǔliǎngdé,one move; two gains (idiom); two birds with one stone
一流,yīliú,top quality; front ranking
一律,yīlǜ,same; uniformly; all; without exception
一目了然,yīmùliǎorán,obvious at a glance (idiom); obvious at a glance (idiom)
一如既往,yīrújìwǎng,just as in the past (idiom); as before; continuing as always
一丝不苟,yīsībùgǒu,meticulous; strictly according to the rules; not one hair out of place
一向,yīxiàng,always (previously); a period of time in the recent past
一再,yīzài,repeatedly
衣裳,yīshang,(coll.) clothes
依次,yīcì,in order; in succession
依旧,yījiù,as before; still
依据,yījù,according to; basis; foundation
依靠,yīkào,to rely on sth (for support etc); to depend on
依赖,yīlài,to depend on; to be dependent on
依托,yītuō,to rely on; to depend on; support
仪器,yíqì,instrument; apparatus
仪式,yíshì,ceremony
遗产,yíchǎn,heritage; legacy; inheritance; bequest
遗传,yíchuán,heredity; to inherit (a trait); to pass on (to one's offspring)
遗留,yíliú,to leave behind; to hand down
遗失,yíshī,to lose; to leave behind (inadvertently)
疑惑,yíhuò,to doubt; to distrust; unconvincing; to puzzle over
以便,yǐbiàn,so that; so as to; in order to
以免,yǐmiǎn,in order to avoid; so as not to
以往,yǐwǎng,in the past; formerly
以至,yǐzhì,down to; up to; to such an extent as to ...
以致,yǐzhì,to such an extent as to; down to; up to
亦,yì,also
异常,yìcháng,unusual; abnormal; extremely; exceptionally
抑制,yìzhì,to inhibit; to keep down; to suppress
意料,yìliào,to anticipate; to expect; expectations
意识,yìshí,consciousness; awareness; to be aware; to realize
意图,yìtú,intent; intention; to intend
意味着,yìwèizhe,to signify; to mean; to imply
意向,yìxiàng,intention; purpose; intent; inclination
意志,yìzhì,will; willpower; determination
毅力,yìlì,perseverance; willpower
毅然,yìrán,firmly; resolutely; without hesitation
翼,yì,wing
阴谋,yīnmóu,to conspire; to plot; a conspiracy; a plot
音响,yīnxiǎng,sound; acoustics; audio; hi-fi system
引导,yǐndǎo,to guide; to lead (around); to conduct; to boot
引擎,yǐnqíng,engine (loanword)
引用,yǐnyòng,to quote; to cite; to recommend; to appoint
饮食,yǐnshí,eating and drinking; food and drink; diet
隐蔽,yǐnbì,to conceal; to hide; covert; under cover
隐患,yǐnhuàn,a danger concealed within sth; hidden damage; misfortune not visible from the surface
隐瞒,yǐnmán,to conceal; to hide (a taboo subject); to cover up the truth
隐私,yǐnsī,secrets; private business; privacy
隐约,yǐnyuē,vague; faint; indistinct
印刷,yìnshuā,to print; printing
应酬,yìngchou,to engage in social activities; to socialize; dinner party; banquet
应邀,yìngyāo,at sb's invitation; on invitation
英明,yīngmíng,wise; brilliant
英勇,yīngyǒng,heroic; gallant; valiant
婴儿,yīngér,infant; baby; lead (Pb)
迎面,yíngmiàn,directly; head-on (collision); in one's face (of wind)
盈利,yínglì,profit; gain; to make profits
荧屏,yíngpíng,fluorescent screen; TV screen
拥护,yōnghù,to endorse; to support
拥有,yōngyǒu,to have; to possess
庸俗,yōngsú,vulgar; tacky; tawdry
永恒,yǒnghéng,eternal; everlasting; fig. to pass into eternity (i.e. to die)
勇于,yǒngyú,to dare to; to be brave enough to
涌现,yǒngxiàn,to emerge in large numbers; to spring up; to emerge prominently
踊跃,yǒngyuè,to leap; to jump; eager; enthusiastically
用功,yònggōng,diligent; industrious (in one's studies); to study hard; to make great effort
用户,yònghù,user; consumer; subscriber; customer
优胜劣汰,yōushèngliètài,survival of the fittest (idiom)
优先,yōuxiān,to have priority; to take precedence
优异,yōuyì,exceptional; outstandingly good
优越,yōuyuè,superior; superiority
忧郁,yōuyù,sullen; depressed; melancholy; dejected
犹如,yóurú,similar to; like
油腻,yóunì,greasy food; oily food; (of food) greasy; oily
油漆,yóuqī,oil paints; lacquer; to paint
有条不紊,yǒutiáobùwěn,regular and thorough (idiom); methodically arranged
幼稚,yòuzhì,young; childish; puerile
诱惑,yòuhuò,to entice; to lure; to induce; to attract
渔民,yúmín,fisherman; fisher folk
愚蠢,yúchǔn,silly; stupid
愚昧,yúmèi,ignorant; uneducated; ignorance
舆论,yúlùn,public opinion
与日俱增,yǔrìjùzēng,to increase steadily; to grow with each passing day
予以,yǔyǐ,to give; to impose; to apply
羽绒服,yǔróngfú,down-filled garment
预料,yùliào,to forecast; to anticipate; expectation
预期,yùqī,to expect; to anticipate
预赛,yùsài,preliminary competition; to hold preliminary heats
预算,yùsuàn,budget
预先,yùxiān,beforehand; in advance
预言,yùyán,to predict; prophecy
预兆,yùzhào,omen; sign (of sth yet to occur); prior indication; to foreshadow
欲望,yùwàng,desire; longing; appetite; craving
寓言,yùyán,fable
愈,yù,the more...(the more...); to recover; to heal; better
冤枉,yuānwang,to accuse wrongly; to treat unjustly; injustice; wronged
元首,yuánshǒu,head of state
元素,yuánsù,element (key component of sth); (chemistry) element; (math.) element (member of a set)
元宵节,Yuánxiāojié,Lantern Festival (15th day of the first lunar month)
园林,yuánlín,gardens; park; landscape garden
原告,yuángào,complainant; plaintiff
原理,yuánlǐ,principle; theory
原始,yuánshǐ,first; original; primitive; original (document etc)
原先,yuánxiān,originally; original; former
圆满,yuánmǎn,satisfactory; consummate; perfect
源泉,yuánquán,fountainhead; well-spring; water source; fig. origin
约束,yuēshù,to restrict; to limit to; to constrain; restriction
岳父,yuèfù,wife's father; father-in-law
孕育,yùnyù,to nurture; to breed; to be pregnant with
运算,yùnsuàn,to perform calculations; (mathematical) operation
运行,yùnxíng,to run; to be in operation; to move along one's course
酝酿,yùnniàng,to brew; to ferment; to mull over
熨,yùn,to iron (clothes)
蕴藏,yùncáng,to hold in store; to contain (untapped reserves etc)
杂技,zájì,acrobatics
杂交,zájiāo,to hybridize; to crossbreed; promiscuity
砸,zá,to smash; to pound; to fail; to muck up
咋,zǎ,dialectal equivalent of 怎么; gnaw; loud noise; shout
灾难,zāinàn,disaster; catastrophe
栽培,zāipéi,to grow; to cultivate; to train; to educate
宰,zǎi,to slaughter; to butcher; to kill (animals etc); (coll.) to fleece
再接再厉,zàijiēzàilì,to continue the struggle (idiom); to persist; unremitting efforts
在乎,zàihu,to care about; equivalent of 在于
在意,zàiyì,to care about; to mind
攒,zǎn,to save up; to accumulate; (cuán) to assemble
暂且,zànqiě,for now; for the time being; temporarily
赞叹,zàntàn,to exclaim in admiration
赞同,zàntóng,to approve of; to endorse; (vote) in favor; to approve of
赞扬,zànyáng,to praise; to approve of; to show approval
赞助,zànzhù,to support; to assist; to sponsor
遭受,zāoshòu,to suffer; to sustain (loss misfortune)
遭殃,zāoyāng,to suffer a calamity
遭遇,zāoyù,to meet with; to encounter; (bitter) experience
糟蹋,zāotà,to waste; to defile; to abuse; to insult
造反,zàofǎn,to rebel; to revolt
造型,zàoxíng,to model; to shape; appearance; style
噪音,zàoyīn,rumble; noise; static (in a signal)
责怪,zéguài,to blame; to rebuke
贼,zéi,thief; traitor; wily; deceitful
增添,zēngtiān,to add; to increase
赠送,zèngsòng,to present as a gift
扎,zhā,to prick; to stick (a needle) into; to plunge into
扎实,zhāshi,strong; solid; sturdy; firm
渣,zhā,slag (in mining or smelting); dregs
眨,zhǎ,to blink; to wink
诈骗,zhàpiàn,to defraud; to swindle; to blackmail
摘要,zhāiyào,summary; abstract
债券,zhàiquàn,bond; debenture
沾光,zhānguāng,to bask in the light; fig. to benefit from association with sb or sth; reflected glory
瞻仰,zhānyǎng,to revere; to admire
斩钉截铁,zhǎndīngjiétiě,resolute and decisive; unhesitating; categorical
展示,zhǎnshì,to reveal; to display; to show; to exhibit
展望,zhǎnwàng,outlook; prospect; to look ahead; to look forward to
展现,zhǎnxiàn,to unfold before one's eyes; to emerge; to reveal; to display
崭新,zhǎnxīn,brand new
占据,zhànjù,to occupy; to hold
占领,zhànlǐng,to capture; to seize; to occupy by force
占有,zhànyǒu,to have; to own; to hold; to occupy
战斗,zhàndòu,to fight; to engage in combat; struggle; battle
战略,zhànlu:è,strategy
战术,zhànshù,tactics
战役,zhànyì,military campaign
章程,zhāngchéng,rules; regulations; constitution; statute
长辈,zhǎngbèi,one's elders; older generation
帐篷,zhàngpeng,tent
障碍,zhàngài,barrier; obstruction; hindrance; impediment
招收,zhāoshōu,to hire; to recruit
招投标,zhāotóubiāo,bid inviting and bid offering; bidding; auction
沼泽,zhǎozé,marsh; swamp; wetlands; glade
照料,zhàoliào,to tend; to take care of sb
照样,zhàoyàng,as before; (same) as usual; in the same manner; still
照耀,zhàoyào,to shine; to illuminate
照应,zhàoyìng,to correlate with; to correspond to; to look after; to take care of
遮挡,zhēdǎng,to shelter; to shelter from
